,State,Type,Name,Office,Party,Status,Incumbent,Election_Status,Election
8557,Oregon,Federal,Matthew Davie,U.S. House Oregon District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8558,Oregon,Federal,Kevin Easton,U.S. House Oregon District 5,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8559,Oregon,Federal,Andrew Aasen,U.S. House Oregon District 5,No Party Affiliation,Candidacy DeclaredGeneral,N,Candidacy Declared,General
8560,Oregon,Federal,Andrea Salinas,U.S. House Oregon District 6,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8561,Oregon,Federal,David Burch,U.S. House Oregon District 6,Republican,On the BallotPrimary,N,On the Ballot,Primary
8562,Oregon,Federal,Mike Erickson,U.S. House Oregon District 6,Republican,On the BallotPrimary,N,On the Ballot,Primary
8563,Oregon,Federal,Conrad Herold,U.S. House Oregon District 6,Republican,On the BallotPrimary,N,On the Ballot,Primary
8564,Oregon,Federal,David Russ,U.S. House Oregon District 6,Republican,On the BallotPrimary,N,On the Ballot,Primary
8565,Oregon,Federal,Steven Cody Reynolds,U.S. House Oregon District 6,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8566,Oregon,Unknown,Michael Cross,Attorney General of Oregon,Republican,On the BallotPrimary,N,On the Ballot,Primary
8567,Oregon,Unknown,Will Lathrop,Attorney General of Oregon,Republican,On the BallotPrimary,N,On the Ballot,Primary
8568,Oregon,Unknown,Shaina Maxey Pomerantz,Attorney General of Oregon,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8569,Oregon,Unknown,Dan Rayfield,Attorney General of Oregon,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8570,Oregon,Unknown,Brent Barker,Oregon Secretary of State,Republican,On the BallotPrimary,N,On the Ballot,Primary
8571,Oregon,Unknown,Dennis Linthicum,Oregon Secretary of State,Republican,On the BallotPrimary,N,On the Ballot,Primary
8572,Oregon,Unknown,Tim McCloud,Oregon Secretary of State,Republican,On the BallotPrimary,N,On the Ballot,Primary
8573,Oregon,Unknown,Jim Crary,Oregon Secretary of State,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8574,Oregon,Unknown,James Manning,Oregon Secretary of State,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8575,Oregon,Unknown,Tobias Read,Oregon Secretary of State,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8576,Oregon,Unknown,Dave Stauffer,Oregon Secretary of State,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8577,Oregon,Unknown,Paul Damian Wells,Oregon Secretary of State,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8578,Oregon,Unknown,Brian Boquist,Oregon Treasurer,Republican,On the BallotPrimary,N,On the Ballot,Primary
8579,Oregon,Unknown,Jeff Gudman,Oregon Treasurer,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8580,Oregon,Unknown,Elizabeth Steiner Hayward,Oregon Treasurer,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8581,Oregon,Unknown,Brett Baker,Oregon Treasurer,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8582,Oregon,Unknown,Seth Woolley,Oregon Treasurer,Pacific Green Party,Candidacy DeclaredGeneral,N,Candidacy Declared,General
8583,Oregon,Unknown,David Smith,Oregon State Senate District 1,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8584,Oregon,Unknown,Ashley Hicks,Oregon State Senate District 1,Republican,On the BallotPrimary,N,On the Ballot,Primary
8585,Oregon,Unknown,Paul Romero,Oregon State Senate District 1,Republican,On the BallotPrimary,N,On the Ballot,Primary
8586,Oregon,Unknown,Todd Vaughn,Oregon State Senate District 1,Republican,On the BallotPrimary,N,On the Ballot,Primary
8587,Oregon,Unknown,Christine Goodwin,Oregon State Senate District 2,Republican,On the BallotPrimary,N,On the Ballot,Primary
8588,Oregon,Unknown,Noah Robinson,Oregon State Senate District 2,Republican,On the BallotPrimary,N,On the Ballot,Primary
8589,Oregon,Unknown,Tracy Thompson,Oregon State Senate District 2,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8590,Oregon,Unknown,Dick Anderson,Oregon State Senate District 5,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8591,Oregon,Unknown,Jo Beaudreau,Oregon State Senate District 5,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8592,Oregon,Unknown,Fred Girod,Oregon State Senate District 9,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8593,Oregon,Unknown,Bruce Starr,Oregon State Senate District 12,Republican,On the BallotPrimary,N,On the Ballot,Primary
8594,Oregon,Unknown,Scott Hooper,Oregon State Senate District 12,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8595,Oregon,Unknown,Kate Lieber,Oregon State Senate District 14,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8596,Oregon,Unknown,Shane Bolton,Oregon State Senate District 14,Republican,On the BallotPrimary,N,On the Ballot,Primary
8597,Oregon,Unknown,Wlnsvey Campos,Oregon State Senate District 18,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8598,Oregon,Unknown,Brian Pierson,Oregon State Senate District 18,Republican,On the BallotPrimary,N,On the Ballot,Primary
8599,Oregon,Unknown,Kathleen Taylor,Oregon State Senate District 21,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8600,Oregon,Unknown,Lew Frederick,Oregon State Senate District 22,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8601,Oregon,Unknown,Michael Saperstein,Oregon State Senate District 22,Republican,On the BallotPrimary,N,On the Ballot,Primary
8602,Oregon,Unknown,Khanh Pham,Oregon State Senate District 23,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8603,Oregon,Unknown,Chris Gorsek,Oregon State Senate District 25,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8604,Oregon,Unknown,Raymond Love,Oregon State Senate District 25,Republican,On the BallotPrimary,N,On the Ballot,Primary
8605,Oregon,Unknown,Michael Summers,Oregon State Senate District 27,Republican,On the BallotPrimary,N,On the Ballot,Primary
8606,Oregon,Unknown,Anthony Broadman,Oregon State Senate District 27,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8607,Oregon,Unknown,Shannon Monihan,Oregon State Senate District 27,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8608,Oregon,Unknown,Dave Henslee,Oregon State Senate District 28,Republican,On the BallotPrimary,N,On the Ballot,Primary
8609,Oregon,Unknown,Diane Linthicum,Oregon State Senate District 28,Republican,On the BallotPrimary,N,On the Ballot,Primary
8610,Oregon,Unknown,Kenneth DeCrans,Oregon State Senate District 28,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8611,Oregon,Unknown,Jim Doherty,Oregon State Senate District 29,Republican,On the BallotPrimary,N,On the Ballot,Primary
8612,Oregon,Unknown,Dave Drotzmann,Oregon State Senate District 29,Republican,On the BallotPrimary,N,On the Ballot,Primary
8613,Oregon,Unknown,Andy Huwe,Oregon State Senate District 29,Republican,On the BallotPrimary,N,On the Ballot,Primary
8614,Oregon,Unknown,Todd Nash,Oregon State Senate District 29,Republican,On the BallotPrimary,N,On the Ballot,Primary
8615,Oregon,Unknown,Mike McLane,Oregon State Senate District 30,Republican,On the BallotPrimary,N,On the Ballot,Primary
8616,Oregon,Unknown,Douglas Muck,Oregon State Senate District 30,Republican,On the BallotPrimary,N,On the Ballot,Primary
8617,Oregon,Unknown,Robert Neuman,Oregon State Senate District 30,Republican,On the BallotPrimary,N,On the Ballot,Primary
8618,Oregon,Unknown,Court Boice,Oregon House of Representatives District 1,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8619,Oregon,Unknown,Bret Cecil,Oregon House of Representatives District 1,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8620,Oregon,Unknown,Virgle Osborne,Oregon House of Representatives District 2,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8621,Oregon,Unknown,Dwayne Yunker,Oregon House of Representatives District 3,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8622,Oregon,Unknown,Mark Seligman,Oregon House of Representatives District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8623,Oregon,Unknown,Dustin Watkins,Oregon House of Representatives District 3,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8624,Oregon,Unknown,Alek Skarlatos,Oregon House of Representatives District 4,Republican,On the BallotPrimary,N,On the Ballot,Primary
8625,Oregon,Unknown,Richard Chasm,Oregon House of Representatives District 4,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8626,Oregon,Unknown,Pam Marsh,Oregon House of Representatives District 5,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8627,Oregon,Unknown,Sandra Abercrombie,Oregon House of Representatives District 5,Republican,On the BallotPrimary,N,On the Ballot,Primary
8628,Oregon,Unknown,Katherine Green,Oregon House of Representatives District 5,Republican,On the BallotPrimary,N,On the Ballot,Primary
8629,Oregon,Unknown,Kim Wallan,Oregon House of Representatives District 6,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8630,Oregon,Unknown,Lilia Caballero,Oregon House of Representatives District 6,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8631,Oregon,Unknown,John Holm,Oregon House of Representatives District 6,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8632,Oregon,Unknown,John Lively,Oregon House of Representatives District 7,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8633,Oregon,Unknown,Cory Burket,Oregon House of Representatives District 7,Republican,On the BallotPrimary,N,On the Ballot,Primary
8634,Oregon,Unknown,Ryan Rhoads,Oregon House of Representatives District 7,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8635,Oregon,Unknown,Doyle Canning,Oregon House of Representatives District 8,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8636,Oregon,Unknown,Lisa Fragela,Oregon House of Representatives District 8,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8637,Oregon,Unknown,Boomer Wright,Oregon House of Representatives District 9,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8638,Oregon,Unknown,Erik Schuttpelz,Oregon House of Representatives District 9,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8639,Oregon,Unknown,David Gomberg,Oregon House of Representatives District 10,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8640,Oregon,Unknown,Jami Cate,Oregon House of Representatives District 11,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8641,Oregon,Unknown,Nina Brenner,Oregon House of Representatives District 11,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8642,Oregon,Unknown,Charlie Conrad,Oregon House of Representatives District 12,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8643,Oregon,Unknown,Darin Harbick,Oregon House of Representatives District 12,Republican,On the BallotPrimary,N,On the Ballot,Primary
8644,Oregon,Unknown,Nancy Nathanson,Oregon House of Representatives District 13,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8645,Oregon,Unknown,Timothy Sutherland,Oregon House of Representatives District 13,Republican,On the BallotPrimary,N,On the Ballot,Primary
8646,Oregon,Unknown,Julie Fahey,Oregon House of Representatives District 14,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8647,Oregon,Unknown,Shelly Boshart Davis,Oregon House of Representatives District 15,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8648,Oregon,Unknown,Terrence Virnig,Oregon House of Representatives District 15,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8649,Oregon,Unknown,Sami Al-Abdrabbuh,Oregon House of Representatives District 16,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8650,Oregon,Unknown,Sarah McDonald,Oregon House of Representatives District 16,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8651,Oregon,Unknown,Andrew Struthers,Oregon House of Representatives District 16,Democratic,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8652,Oregon,Unknown,Ed Diehl,Oregon House of Representatives District 17,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8653,Oregon,Unknown,David Beem,Oregon House of Representatives District 17,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8654,Oregon,Unknown,Rick Lewis,Oregon House of Representatives District 18,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8655,Oregon,Unknown,Tom Andersen,Oregon House of Representatives District 19,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8656,Oregon,Unknown,David Brown,Oregon House of Representatives District 19,Republican,On the BallotPrimary,N,On the Ballot,Primary
8657,Oregon,Unknown,Paul Evans,Oregon House of Representatives District 20,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8658,Oregon,Unknown,Kevin Chambers,Oregon House of Representatives District 20,Republican,On the BallotPrimary,N,On the Ballot,Primary
8659,Oregon,Unknown,Kevin Mannix,Oregon House of Representatives District 21,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8660,Oregon,Unknown,Keith Haxton,Oregon House of Representatives District 21,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8661,Oregon,Unknown,Virginia Stapleton,Oregon House of Representatives District 21,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8662,Oregon,Unknown,Tracy Cramer,Oregon House of Representatives District 22,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8663,Oregon,Unknown,Lesly Munoz,Oregon House of Representatives District 22,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8664,Oregon,Unknown,Anna Scharf,Oregon House of Representatives District 23,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8665,Oregon,Unknown,Kriss Wright,Oregon House of Representatives District 23,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8666,Oregon,Unknown,Lucetta Elmer,Oregon House of Representatives District 24,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8667,Oregon,Unknown,Ben Bowman,Oregon House of Representatives District 25,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8668,Oregon,Unknown,Bob Niemeyer,Oregon House of Representatives District 25,Republican,On the BallotPrimary,N,On the Ballot,Primary
8669,Oregon,Unknown,Courtney Neron,Oregon House of Representatives District 26,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8670,Oregon,Unknown,Jason Fields,Oregon House of Representatives District 26,Republican,On the BallotPrimary,N,On the Ballot,Primary
8671,Oregon,Unknown,Perren Smith,Oregon House of Representatives District 26,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8672,Oregon,Unknown,Ken Helm,Oregon House of Representatives District 27,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8673,Oregon,Unknown,Sandra Nelson,Oregon House of Representatives District 27,Republican,On the BallotPrimary,N,On the Ballot,Primary
8674,Oregon,Unknown,Dacia Grayber,Oregon House of Representatives District 28,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8675,Oregon,Unknown,Charles Mengis,Oregon House of Representatives District 28,Republican,On the BallotPrimary,N,On the Ballot,Primary
8676,Oregon,Unknown,Susan McLain,Oregon House of Representatives District 29,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8677,Oregon,Unknown,Nathan Sosa,Oregon House of Representatives District 30,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8678,Oregon,Unknown,Darcey Edwards,Oregon House of Representatives District 31,Republican,On the BallotPrimary,N,On the Ballot,Primary
8679,Oregon,Unknown,Aaron Hall,Oregon House of Representatives District 31,Republican,On the BallotPrimary,N,On the Ballot,Primary
8680,Oregon,Unknown,Jordan Gutierrez,Oregon House of Representatives District 31,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8681,Oregon,Unknown,Drew Layda,Oregon House of Representatives District 31,Republican,Candidacy DeclaredPrimary,N,Candidacy Declared,Primary
8682,Oregon,Unknown,Cyrus Javadi,Oregon House of Representatives District 32,Republican,On the BallotPrimary,Y,On the Ballot,Primary
8683,Oregon,Unknown,Glenn Gaither,Oregon House of Representatives District 32,Republican,On the BallotPrimary,N,On the Ballot,Primary
8684,Oregon,Unknown,Logan Laity,Oregon House of Representatives District 32,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8685,Oregon,Unknown,Stan Baumhofer,Oregon House of Representatives District 33,Republican,On the BallotPrimary,N,On the Ballot,Primary
8686,Oregon,Unknown,Dick Courter,Oregon House of Representatives District 33,Republican,On the BallotPrimary,N,On the Ballot,Primary
8687,Oregon,Unknown,Brian Duty,Oregon House of Representatives District 33,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8688,Oregon,Unknown,Pete Grabiel,Oregon House of Representatives District 33,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8689,Oregon,Unknown,Shannon Isadore,Oregon House of Representatives District 33,Democratic,On the BallotPrimary,N,On the Ballot,Primary
8690,Oregon,Unknown,Lisa Reynolds,Oregon House of Representatives District 34,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8691,Oregon,Unknown,John Verbeek,Oregon House of Representatives District 34,Republican,On the BallotPrimary,N,On the Ballot,Primary
8692,Oregon,Unknown,Farrah Chaichi,Oregon House of Representatives District 35,Democratic,On the BallotPrimary,Y,On the Ballot,Primary
8693,Oregon,Unknown,Daniel Martin,Oregon House of Representatives District 35,Republican,On the BallotPrimary,N,On the Ballot,Primary
